fecha;dia;hora;grados;cantidad
20120424;18;2;14;274
20120424;19;2;14;42
20120424;20;2;14;1
20120425;7;3;10;2
20120425;8;3;10;105
20120425;9;3;11;132
20120425;10;3;12;163
20120425;11;3;13;149
20120425;12;3;13;199
20120425;13;3;14;223
20120425;14;3;14;225
20120425;15;3;14;210
20120425;16;3;14;198
20120425;17;3;14;220
20120425;18;3;14;227
20120425;19;3;14;54
20120426;7;4;12;9
20120426;8;4;12;194
20120426;9;4;12;167
20120426;10;4;11;157
20120426;11;4;12;255
20120426;12;4;13;293
20120426;13;4;14;328
20120426;14;4;15;261
20120426;15;4;15;261
20120426;16;4;16;246
20120426;17;4;15;308
20120426;18;4;15;220
20120426;19;4;14;37
20120427;7;5;8;9
20120427;8;5;8;194
20120427;9;5;9;160
20120427;10;5;11;154
20120427;11;5;13;168
20120427;12;5;14;218
20120427;13;5;15;257
20120427;14;5;15;210
20120427;15;5;15;234
20120427;16;5;15;230
20120427;17;5;15;273
20120427;18;5;15;193
20120427;19;5;15;57
20120428;9;6;11;7
20120428;10;6;11;8
20120428;11;6;11;1
20120428;12;6;11;15
20120428;13;6;12;15
